Timestamp,Device ID,Channel,Sensor Name,Sensor ID,Data Type,Unit,Value
2021-03-30T13:08:22.564Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,1,Temperatura Medidor,9ec94d20-8f8f-11eb-b767-3f1a8f1211ba,temp,c,22.100000381469727
2021-03-30T13:08:21.635Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,3,Potenciometro,681e2140-8f9b-11eb-a2e4-b32ea624e442,analog_sensor,null,1004
2021-03-30T13:08:21.633Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,2,Medidor Humedad,4cb9fb30-9037-11eb-a2e4-b32ea624e442,rel_hum,p,57
2021-03-30T13:08:21.565Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,1,Temperatura Medidor,9ec94d20-8f8f-11eb-b767-3f1a8f1211ba,temp,c,22.100000381469727
2021-03-30T13:08:20.395Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,1,Temperatura Medidor,9ec94d20-8f8f-11eb-b767-3f1a8f1211ba,temp,c,22.100000381469727
2021-03-30T13:08:20.356Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,2,Medidor Humedad,4cb9fb30-9037-11eb-a2e4-b32ea624e442,rel_hum,p,56.900001525878906
2021-03-30T13:08:20.355Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,3,Potenciometro,681e2140-8f9b-11eb-a2e4-b32ea624e442,analog_sensor,null,1004
2021-03-30T13:08:19.349Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,3,Potenciometro,681e2140-8f9b-11eb-a2e4-b32ea624e442,analog_sensor,null,1004
2021-03-30T13:08:19.347Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,2,Medidor Humedad,4cb9fb30-9037-11eb-a2e4-b32ea624e442,rel_hum,p,56.900001525878906
2021-03-30T13:08:19.289Z,66ea97c0-814c-11eb-b767-3f1a8f1211ba,1,Temperatura Medidor,9ec94d20-8f8f-11eb-b767-3f1a8f1211ba,temp,c,22.100000381469727
